object,color,cand_idx,path,url,original_caption
dog,white,5,dog/white/cand_005.png,https://thumb9.shutterstock.com/image-photo/stock-vector-black-and-white-dog-house-cartoon-450w-397366288.jpg,Black And White Dog House Cartoon
dog,white,6,dog/white/cand_006.png,https://2.bp.blogspot.com/-ZAgzCwe00JA/WUHMvbtXkCI/AAAAAAAAPLg/Iao5OODR3w0AvLbMK9csb3e_iCY_9yLpQCLcBGAs/s1600/Dirty%2BDog%2B700.jpg,A dirty joke meme of a white dog in a mud puddle
chair,white,2,chair/white/cand_002.png,http://cdn1.projectwedding.com/1390499363_Wendy_Laurel_24.jpg,White Chair Leis
chair,white,3,chair/white/cand_003.png,https://static3.bigstockphoto.com/thumbs/6/9/4/small2/49682723.jpg,Young man in checkered shirt and blue jeans sitting in white chair with hand near his head and laugh
dog,white,7,dog/white/cand_007.png,https://media.angieslist.com/s3fs-public/styles/4x3_thumbnail/s3/s3fs-public/Travel_30_35659.jpg?itok=oABQdjr5,White dog running through lake water
dog,brown,1,dog/brown/cand_001.png,https://www.designevo.com/res/templates/thumb_small/blue-hexagon-and-brown-dog-face.png,Blue Hexagon and Brown Dog Face logo design
dog,black,4,dog/black/cand_004.png,http://img2.wfrcdn.com/lf/79/hash/1477/6102153/1/Black+Dog+42XT+Charcoal+Grill+and+Smoker.jpg,Black Dog 42XT Charcoal Grill and Smoker
dog,black,5,dog/black/cand_005.png,http://img.wfrcdn.com/lf/49/hash/2368/13914345/1/1/1.jpg,Black Dog Coffee Co Throw Pillow
chair,white,4,chair/white/cand_004.png,https://t0.gstatic.com/images?q=tbn:ANd9GcTjIRsOA2ptTSAHzZQ3wBnKGSJubKyelvvCOpwyUJZiVwdiZv98,Recliner Chair Covers With Pockets Walmart Amazon - Lawratchet.com Ektorp Armchair Cover Smarthomeideaswin Ektorp Ottoman Lofallet Beige Ikea Crafty Teacher Lady Review Of The Ektorp Sofa Series Replacement Covers For Discontinued Couch Models Armchair Nordvalla Dark Cover Cool New Ikea Vittaryd Whi
dog,black,6,dog/black/cand_006.png,http://cdn.growassets.net/user_files/esp/photos/002/258/876/medium.jpg?1399264646,Airbourne Black Dog Barking
dog,black,7,dog/black/cand_007.png,http://i0.wp.com/thebookpushers.com/wp-content/uploads/2015/05/Cover-Dog-with-a-Bone.jpg?fit=188%2C300,Review – Dog with a Bone (Black Dog #1) by Hailey Edwards
dog,white,8,dog/white/cand_008.png,https://cdn.shopify.com/s/files/1/0890/6376/products/IMG_2652_300x.jpg?v=1584824698,black and white dog cushions
chair,brown,0,chair/brown/cand_000.png,https://d1b345hdk9ukjq.cloudfront.net/product/coaster_furniture/thumbnails/504203_2.jpg,Bentley Brown Chair
shoe,brown,0,shoe/brown/cand_000.png,https://cdn.shopify.com/s/files/1/0278/9057/products/8266-1_800x.jpg?v=1572110132,Dario Wenge Brown Shoe Cabinet - living-essentials
dog,white,9,dog/white/cand_009.png,https://images.unsplash.com/photo-1550259193-069226ffc361?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=1000&q=80,white dog looking outside window
dog,black,8,dog/black/cand_008.png,"http://ih0.redbubble.net/image.8881169.6109/papergc,220x200,w,ffffff-pad,220x200,ffffff.2.jpg",Black dog Greeting Card
chair,white,5,chair/white/cand_005.png,http://t0.gstatic.com/images?q=tbn:ANd9GcQFyiYBwEfQlUf10U6wRAWBzsR6Nez4SBa8bjs-K36e845xOmox,Fuzzy White Chair Cute Fluffy White Chair Furry Chair Fluffy Chair Furry You U0027re
dog,brown,2,dog/brown/cand_002.png,https://s7d9.scene7.com/is/image/JCPenney/DP0202201816595173M?$product_pdp$,Designart Cute Brown Dog Watercolor Disc OversizedAnimal Wall Art
dog,brown,3,dog/brown/cand_003.png,https://s.ecrater.com/stores/70106/484edd543cbaf_70106f.jpg,Brown Dog Webkinz
shoe,brown,1,shoe/brown/cand_001.png,https://thumbs.dreamstime.com/t/brown-shoe-box-white-background-clipping-path-shoes-electronic-device-other-products-42283403.jpg,Brown shoe box on white background with clipping path. Stock Photos
chair,white,6,chair/white/cand_006.png,http://static9.depositphotos.com/1575949/1194/i/110/depositphotos_11948415-White-chair-on-grass.jpg,White chair on grass — Stock Photo #11948415
dog,black,9,dog/black/cand_009.png,http://img.thrfun.com/img/071/809/black_dog_m.jpg,Black dog on beach
frog,green,2,frog/green/cand_002.png,https://truthbook.com/images/site_images/shutterstock_726153_300.jpg,Green frog with red eyes
frog,green,3,frog/green/cand_003.png,https://thumbs.dreamstime.com/t/frog-green-green-frog-pond-89914535.jpg,"Frog, Green, Green Frog, Pond Royalty Free Stock Photo"
dog,white,10,dog/white/cand_010.png,https://cdn.shopify.com/s/files/1/1638/5471/files/A_white_dog_getting_a_blow_dry_grande.jpg?v=1556180074,A white dog getting a blow dry
chair,white,7,chair/white/cand_007.png,https://img.staticbg.com/thumb/view/oaupload/banggood/images/B8/03/4d06b55d-3879-4881-a8c8-125ab9fe0227.jpg,5x7ft Christmas Tree White Chair Stocking Fireplace Photography Backdrop Studio Prop Background
frog,green,4,frog/green/cand_004.png,https://crochet-news.com/wp-content/uploads/2020/10/prince-and-boy-crochet-dolls-pattern.png,Prince And Boy Crochet Dolls Pattern by Green Frog Crochet
frog,green,5,frog/green/cand_005.png,"https://ih1.redbubble.net/image.337780993.5150/raf,360x360,075,t,fafafa:ca443f4786.jpg",Green Frog by dianeg17
frog,green,6,frog/green/cand_006.png,http://images.fineartamerica.com/images-medium-large/sad-green-frog-darren-iz-photography.jpg,Sad Green Frog Photograph  - Sad Green Frog Fine Art Print
chair,brown,1,chair/brown/cand_001.png,https://i1.wp.com/archzine.com/wp-content/uploads/2017/11/two-tone-living-room-walls-dark-blue-and-white-cream-colored-sofa-camel-colored-blue-and-white-striped-pillows-white-and-black-striped-rug-black-table-brown-chair-white-table-flowers.jpg,"two tone living room walls, dark navy blue and white wall with plaster details, dark blue and white striped rug, cream colored sofa with yellow and blue cushions, brown chair with yellow and white cushions"
dog,black,10,dog/black/cand_010.png,https://image.shutterstock.com/image-photo/sorry-dog-black-cane-corso-260nw-716637628.jpg,"sorry dog, black cane corso on a blue background, sad little wrinkled thoughtful friend, purebred puppy in the studio isolated on a blue background, very sad black dog."
dog,white,11,dog/white/cand_011.png,http://rlv.zcache.com/maltese_christmas_little_white_dog_postcards-rb6e1b169ed04420eae2ea33b9dd4fd31_vgbaq_8byvr_324.jpg,Maltese Christmas Little White Dog Postcards
dog,black,11,dog/black/cand_011.png,https://www.fulcrumgallery.com/product-images/AZAA8ADA-P705590.jpg,Black Dog Coffee Co Framed Print
dog,black,12,dog/black/cand_012.png,https://cdn.shopify.com/s/files/1/0768/6553/products/Candy_Ruby_Skull_Collar_1024x1024.png?v=1437156966,Candy finish black dog collar with buccaneer style skull and bone faux ruby clad studs and faux ruby buckle
dog,white,12,dog/white/cand_012.png,https://www.cardcow.com/images/set435/card00152_fr.jpg,Woman Dressed All in White Walks a White Dog May L. Fariani
dog,brown,4,dog/brown/cand_004.png,http://www.blogistan.co.uk/blog/images/claire-with-jonjo.jpg,"Claire (a young white woman wearing a stripey white and blue top and grey tracksuit bottoms, wearing red and black ear defenders) sitting on a beach with a small brown dog."
shoe,black,0,shoe/black/cand_000.png,https://images-na.ssl-images-amazon.com/images/I/41Pw4857icL.jpg,Black Shoe Plus Peach Devotion Women's Coral Fusion Ryka Nectar Walking nwOIB1Xxnq
dog,black,13,dog/black/cand_013.png,https://thumbs.dreamstime.com/t/accusing-dog-eyes-pet-black-dog-watching-alert-setter-cross-spaniel-mongrel-cute-bright-42293755.jpg,"Accusing dog eyes - pet black dog watching, alert. Royalty Free Stock Photo"
dog,white,13,dog/white/cand_013.png,https://wikiclipart.com/wp-content/uploads/2017/02/Dog-black-and-white-white-dog-pictures-free-download-clip-art-on.png,Dog  black and white white dog pictures free download clip art on
dog,white,14,dog/white/cand_014.png,https://us.123rf.com/450wm/davidoff205020/davidoff2050201802/davidoff205020180200647/95632303-old-dogs-looking-through-a-fence-video-sad-tan-and-white-dog-looking-through-hole-in-timber-fence-bl.jpg?ver=6,Old dogs Looking through a Fence. Video. Sad tan and white dog looking through hole in timber fence. Black and white cute dogs looking through closed gate Banco de Imagens
dog,black,14,dog/black/cand_014.png,https://www.dravenstales.ch/wp-content/uploads/2014/09/dbd-black-dog-led-zeppelin-150x150.jpg,DBD: Black Dog – Led Zeppelin
dog,white,15,dog/white/cand_015.png,https://www.spanglishschoolhouse.com/wp-content/uploads/2016/11/01-WD-400X400.jpg?x24103,Brown Bear Texture Book – White Dog
dog,brown,5,dog/brown/cand_005.png,https://static8.bigstockphoto.com/thumbs/8/9/6/small2/69805348.jpg,Close Up Brown Dog Miniature Pinscher Head
dog,white,16,dog/white/cand_016.png,https://www.beachwoodohio.com/ImageRepository/Document?documentID=5197,Barkwood Dog Park logo with a drawing of a happy black and white dog in a parklike setting
frog,green,7,frog/green/cand_007.png,https://static2.bigstockphoto.com/thumbs/5/5/2/large2/25590011.jpg,Vector illustration of a sitting green frog
frog,green,8,frog/green/cand_008.png,https://thumbs.dreamstime.com/x/green-frog-white-background-40000486.jpg,Green frog Stock Photo
dog,black,15,dog/black/cand_015.png,https://cdn.shopify.com/s/files/1/1390/6051/products/mockup-c0b801c2_300x300.jpg?v=1489795371,"Black Dog Abstract Art, RegiaArt Framed poster acid-free paper"
dog,brown,6,dog/brown/cand_006.png,https://images-na.ssl-images-amazon.com/images/I/41OSWjZWlSL.jpg,"Critter Piller Kid's Travel Buddy and Comfort Pillow, Brown Dog, Hypoallergenic, Machine Washable, Recycled Filling (Childrens Travel Neck Pillow)"
chair,white,8,chair/white/cand_008.png,http://t0.gstatic.com/images?q=tbn:ANd9GcQD43CQ4wEgcIB_7pVZNdMNDrv9NgqRL1S1BXMkeEuh7GTjkBpT1g,black and white chair covers decoration fascinating black and white wedding table decoration
frog,green,9,frog/green/cand_009.png,"http://ih3.redbubble.net/image.8366130.3601/flat,220x200,075,t.u1.jpg",green frog gloss by Soxy Fleming
dog,black,16,dog/black/cand_016.png,https://images-na.ssl-images-amazon.com/images/I/41hlGxg7O5L.jpg,Customized Peek Women's Black Dog Sneakers Alice Casual Designed By Print 8r8FqvP
dog,black,17,dog/black/cand_017.png,https://cdn.shopify.com/s/files/1/0851/6872/products/the-black-dog-company-handmade-dog-collars-pow-bang-smash-blue-dog-collar-25550940231_1024x1024.jpg?v=1513550559,The Black Dog Company Handmade Dog Collars Pow Bang Smash - Blue - Dog Collar
dog,black,18,dog/black/cand_018.png,https://s1.best-wallpaper.net/wallpaper/m/1612/French-bulldog-black-dog-football_m.jpg,"Wallpaper French bulldog, black dog, football"
dog,black,19,dog/black/cand_019.png,http://i0.wp.com/www.downshiftingpro.com/wp-content/uploads/2014/07/Black-252520Dog_thumb.png?resize=150%2C150,"Black Dog Village Pub and Bistro– Bayfield, Ontario–Hit & Miss -The Beer Was Good – Restaurant Review"
dog,white,17,dog/white/cand_017.png,https://www.helenkawhitedesign.com/wp-content/uploads/2016/11/dogportrait-1-365x365.jpg,Black and white dog sculpture
frog,green,10,frog/green/cand_010.png,http://m4.uxcell.com/photo_new/20080812/c/ux_a08081200ux0001_ux_c.jpg,Rectangle Cute Green Frog Pattern Soft Plush Photo Picture Album Case
dog,white,18,dog/white/cand_018.png,https://cdn.shopify.com/s/files/1/1772/0301/products/01_03b7a36f-b460-4299-baf8-93abcb80a814_360x.jpg?v=1575940047,3D White Dog 1544 Wall Murals Exclusive Designer Vincent
chair,white,9,chair/white/cand_009.png,https://thumbs.dreamstime.com/x/white-chair-gold-ribbon-beach-wedding-2100592.jpg,White chair with gold ribbon for a beach wedding
dog,white,19,dog/white/cand_019.png,https://i.ebayimg.com/images/g/RrcAAOSw-0xYl0nQ/s-l400.jpg,THE SECRET LIFE OF PETS WHITE DOG LEONARD SERIES 2 MINI FIGURE SEALED BLIND BAG
frog,green,11,frog/green/cand_011.png,https://cdn.shopify.com/s/files/1/2440/6673/products/PSS901SFP_1_large.jpg?v=1550039303,Image of Frugi Puddle Buster Suit - Samson Green Frog Pond
shoe,brown,2,shoe/brown/cand_002.png,https://images-na.ssl-images-amazon.com/images/I/514A7AAWiNL.jpg,OrthoStep Thick Round Athletic 54 inch Brown Shoe Laces - Thick Shoe and Hiker Boot Laces 2 Pair Pack
chair,white,10,chair/white/cand_010.png,http://i00.i.aliimg.com/wsphoto/v0/1036133962/20pcs_Inner_room_Model_white_chair_scale_1_25_PF073.jpg_200x200.jpg,20pcs Inner room  Model   white chair  scale 1:25 PF073
shoe,black,1,shoe/black/cand_001.png,https://vidcdn.123rf.com/450nwm/ddcoral/ddcoral1707/ddcoral170701109.jpg,"footgear : Old black shoe near the road. Boot near the highway, traffic violation and road accident. Do not run across road"
shoe,brown,3,shoe/brown/cand_003.png,https://media.mydoitbest.com/imagerequest.aspx?sku=829660&amp;size=2&amp;warehouse=C&amp;newsize=200,BROWN SHOE POLISH - 10113 by Sc Johnson
dog,brown,7,dog/brown/cand_007.png,https://xevolutionistdotcom.files.wordpress.com/2010/11/dogs52.jpg?w=260&h=218,Little black dog with big black and brown dog
chair,white,11,chair/white/cand_011.png,https://us.123rf.com/450wm/bialasiewicz/bialasiewicz1601/bialasiewicz160101539/51275129-hand-knitted-yellow-pouffe-white-chair-table-on-white-background.jpg?ver=6,"pouffe: Hand-knitted yellow pouffe, white chair, table on white background"
dog,brown,8,dog/brown/cand_008.png,https://cdn.shopify.com/s/files/1/0809/8879/products/cream_and_brown_dog_newest_a27b5284-229a-4b07-9bcb-6acec90ffa56_large.jpg?v=1572627499,Personalized Plush Cream and Brown Dog
frog,green,12,frog/green/cand_012.png,http://rlv.zcache.com/pink_and_green_frog_mouse_pad-r9b24b6afb3be498fa6969d8a198cda48_x74vi_8byvr_324.jpg,Pink and Green Frog Mouse Pad
chair,brown,2,chair/brown/cand_002.png,http://tse3.mm.bing.net/th?id=OIP.6k1Jr6WrkBU7UhUGNEIj8wAAAA,brown painted bathrooms brown chair rail brown walls design ideas
shoe,brown,4,shoe/brown/cand_004.png,https://ae01.alicdn.com/kf/HTB1r_h8LXXXXXX.aXXXq6xXFXXXP/cie-Free-shipping-custom-goodyear-welted-handmade-pure-genuine-calf-leather-men-s-dress-oxford-color.jpg,cie Free shipping custom goodyear welted handmade pure genuine calf leather men's dress oxford color coffee brown shoe No.OX484 ems free shipping to avoid the customs duty custom handmade pure genuine calf leather men s dress oxford color red shoe no ox66
chair,white,12,chair/white/cand_012.png,http://images.fineartamerica.com/images-small-5/a-white-chair-in-plummer-park-west-hollywood-california-carlos-g-groppa.jpg,Urban  Drawings Paintings - A white chair in Plummer Park - West Hollywood - California by Carlos G Groppa
frog,green,13,frog/green/cand_013.png,https://4vector.com/thumb_data/afd-4095.jpg,free vector Green frog with big eyes vector
dog,brown,9,dog/brown/cand_009.png,https://i.etsystatic.com/il/f2fa44/1505361762/il_340x270.1505361762_exe2.jpg,Herringbone Collar · Brown Herringbone Collar · Large Dog Collar · Small Dog Collar · Brown Dog Collar · Flannel Dog Collar ·
frog,green,14,frog/green/cand_014.png,https://thumbs.dreamstime.com/t/green-frog-branch-19688051.jpg,Green frog on branch Stock Image
frog,green,15,frog/green/cand_015.png,https://gardenerspath.com/wp-content/uploads/2018/05/Frog-Rain-Gauge.jpg,"Square closeup image of a decorative rain gauge with a resin green frog wearing a yellow rain coat and yellow boots, and holding a yellow umbrella, with yellow flowers and green foliage in the background."
frog,green,16,frog/green/cand_016.png,https://lh3.ggpht.com/TlJB99KNzAye7l5L5-UTmp8NzU1xMfThoDZV896SqF-zkghaxzxwotN0GMml5hKjJw=h310,Poweramp Widget Green Frog Screenshot
frog,green,17,frog/green/cand_017.png,https://cdn.shoplightspeed.com/shops/619591/files/9843655/262x276x2/hat-libby-lou-green-frog-crocheted.jpg,"Hat, Libby & Lou Green Frog, Crocheted"
frog,green,18,frog/green/cand_018.png,https://images-na.ssl-images-amazon.com/images/I/613%2BbXd0R0L._UL1500_.jpg,Toddler Girls Green Frog Pink Slippers Loafer House Shoes Animal Slippers
chair,white,13,chair/white/cand_013.png,http://i00.i.aliimg.com/wsphoto/v1/1280133634/2014_New_Style_Free_shipping_Top_quality_White_Chair_Cover_Spandex_Chair_Cover_Wedding_Chair_Cover.jpg_200x200.jpg,2014 New Style Free shipping Top quality White  Chair Cover/ Spandex Chair Cover/ Wedding Chair Cover
chair,white,14,chair/white/cand_014.png,http://www.hampshirebarninteriors.co.uk/wp-content/uploads/2013/06/chateau-french-antique-white-chair-199x300.jpg,chateau antique white chair
chair,brown,3,chair/brown/cand_003.png,https://m.media-amazon.com/images/I/51BfGXk8FrL.jpg,ZHBH Sofa Slipcover Stretch Elastic Fabric Dark Brown Chair Loveseat Couch Settee Sofa Covers - Polyester Spandex Printed Sofa Slipcovers Furniture Protector Cover with 1 Pillowcase
frog,green,19,frog/green/cand_019.png,"https://image.spreadshirtmedia.com/image-server/v1/compositions/T812A39PA3140PT17X55Y0D12888624FS4107/views/1,width=650,height=650,appearanceId=39,backgroundColor=ffffff/green-leggy-frog-with-funny-bulging-eyes-and-big-head-while-smiling-generously-walking-unsteadily-sticking-its-tongue-out-holding-red-heart-balloon.jpg",Green frog falling madly in love
shoe,black,2,shoe/black/cand_002.png,https://thumbs.dreamstime.com/t/black-shoe-isolated-16837337.jpg,Black Shoe isolated Royalty Free Stock Photography
chair,white,15,chair/white/cand_015.png,https://thumbs.dreamstime.com/t/woman-hat-white-dress-picnic-blanket-sitting-red-cloth-green-meadow-chair-basket-55453886.jpg,Woman with Hat in White Dress on Picnic Blanket. Woman with Hat in White Dress is Sitting on Red Cloth on Green Meadow with White Chair and Picnic Basket Royalty Free Stock Image
dog,brown,10,dog/brown/cand_010.png,http://3.bp.blogspot.com/-TwKFaSQEigI/VLnLe5aQV8I/AAAAAAAAE1k/9WUIT-5KgCw/s1600/IMG_7084.JPG,Brown Dog Cafe Review Cassie Cakes
dog,brown,11,dog/brown/cand_011.png,https://img.freepik.com/free-photo/small-brown-dog-sits-crooked-birch-trunk_107760-781.jpg?size=626&ext=jpg,Small brown dog sits on a crooked birch trunk.
shoe,black,3,shoe/black/cand_003.png,http://scene7.zumiez.com/is/image/zumiez/product_catalog/Vans-Era-Overspray-Black-Shoe-_205310.jpg,Vans Era Overspray Black Shoe
shoe,black,4,shoe/black/cand_004.png,https://i.pinimg.com/236x/66/7e/8d/667e8d85613db486eb558533b4a76f8c--pattern-design-black-pattern.jpg,"Men's #black shoe #sneakers pattern design, Slip on style, casual leisure occasions."
chair,brown,4,chair/brown/cand_004.png,https://cdn.shopify.com/s/files/1/0090/2751/8543/products/colorful-abandoned-factory-with-single-brown-chair-wallasso_37da836f-2e9d-4c5b-a893-30d7f3950b35_800x.jpg?v=1569668133,Colorful Abandoned Factory With Single Brown Chair - Framed Print from Wallasso - The Wall Art Superstore
chair,white,16,chair/white/cand_016.png,http://st.houzz.com/fimgs/97c172db03a63232_1855-w251-h251-b1-p10--eclectic-dining-chairs.jpg,"ecofirstart - Lolilla chair - Lolilla is a chair inspired in the red and white passional dress from the south of Spain. The fabric is handmade by 120 bicolour balls. The story behind the chair is derived from spanish flamenco dresses. To make the chair, the designers fashioned ruffles and swirls usi"
chalkboard,green,0,chalkboard/green/cand_000.png,https://www.teamplan.com.tw/wp-content/uploads/2014/10/ISS_2160_04054.jpg,Focus word with motion rays on green chalkboard background
chalkboard,green,1,chalkboard/green/cand_001.png,https://us.123rf.com/450wm/maridav/maridav1202/maridav120200057/12288466-green-chalkboard--blackboard-texture-background-closeup-well-textured-closeup-texture-of-blank-empty.jpg,Green chalkboard  blackboard texture background closeup. Well textured closeup texture of blank empty green blackboard. photo
chalkboard,green,2,chalkboard/green/cand_002.png,https://us.123rf.com/450wm/maridav/maridav1202/maridav120200057/12288466-green-chalkboard--blackboard-texture-background-closeup-well-textured-closeup-texture-of-blank-empty.jpg,Green chalkboard  blackboard texture background closeup. Well textured closeup texture of blank empty green blackboard. photo
chalkboard,green,3,chalkboard/green/cand_003.png,https://i2.wp.com/followtheyellowbrickhome.com/wp-content/uploads/2017/03/a684d0395927ea1c01428436d20a9e54.jpg?resize=618%2C423&,Vintage Green Chalkboard Easter and Spring Chalkboard Ideas
chalkboard,black,0,chalkboard/black/cand_000.png,https://thumbs.dreamstime.com/t/christmas-decoration-background-over-black-chalkboard-top-view-horizontal-photo-decorations-taken-above-copy-space-80641708.jpg,Christmas decoration background over black chalkboard. Top view. Horizontal photo of decorations taken from above with copy space for text and other web or royalty free stock photos
chalkboard,green,4,chalkboard/green/cand_004.png,https://us.123rf.com/450wm/maxkabakov/maxkabakov1708/maxkabakov170802635/85055851-timeline-concept-text-digital-time-on-green-chalkboard-on-grunge-wall-background-3d-rendering.jpg?ver=6,"Timeline concept: text Digital Time on Green chalkboard on grunge wall background, 3D rendering Stock Photo"
chalkboard,black,1,chalkboard/black/cand_001.png,http://i.c-b.co/is/image/Crate/ClipboardBlackF14/$web_setitem326$/1404031010/three-by-three-black-chalkboard-clipboard.jpg,three by three ® Black Chalkboard Clipboard
chalkboard,black,2,chalkboard/black/cand_002.png,"http://cdn.vectorstock.com/i/thumbs/51,25/handdrawn-teatime-set-on-black-chalkboard-vector-3355125.jpg",Handdrawn teatime set on black chalkboard vector | Price: 1 Credit (USD $1)
chalkboard,green,5,chalkboard/green/cand_005.png,https://img.freepik.com/free-photo/open-notebook-miniature-easel-succulent-pot-colored-pencils-background-green-chalkboard-copy-space_94863-807.jpg?size=626&ext=jpg,"Open notebook on miniature easel, succulent in a pot and colored pencils on the background of a green chalkboard, copy space"
chalkboard,green,6,chalkboard/green/cand_006.png,https://images.creativemarket.com/0.1.0/ps/4392317/300/200/m1/fpnw/wm0/ega8sfsbapfwagn0vjpxg9bdyn12fkktcd4ijugz2odiaalievfaqthl8pelplt4-.jpg?1525265085&s=d882d44007c87876dca0f7ee8b098480,School timetable sketch banner on green chalkboard
chalkboard,black,3,chalkboard/black/cand_003.png,http://static8.depositphotos.com/1074956/927/i/110/depositphotos_9272228-Colorful-pencils-against-black-chalkboard.jpg,Colorful pencils against black chalkboard - ストック写真
chalkboard,black,4,chalkboard/black/cand_004.png,https://thumb9.shutterstock.com/image-photo/stock-photo-cup-of-coffee-and-coffee-beans-on-black-chalkboard-450w-170175902.jpg,Cup of coffee and coffee beans on black chalkboard. - stock photo
chalkboard,black,5,chalkboard/black/cand_005.png,https://st.depositphotos.com/thumbs/1008296/image/1280/12808219/api_thumb_450.jpg,Photo for Conceptual FOCUS acronym written on black chalkboard blackboard. follow One Course Until Successful. Slide template. - Royalty Free Image
chalkboard,green,7,chalkboard/green/cand_007.png,https://www.neoplexonline.com/image/cache/data/CBG-1216F-228x228.jpg,"""12""""x 16"""" Wood Framed Green Chalkboard Sign"""
chalkboard,green,8,chalkboard/green/cand_008.png,http://st.depositphotos.com/1495079/3099/i/110/depositphotos_30993597-Healthy-life-words-on-green-chalkboard-background.jpg,Healthy life words on green chalkboard background — Стоковая фотография
chalkboard,black,6,chalkboard/black/cand_006.png,https://t2.ftcdn.net/jpg/00/62/92/51/240_F_62925193_3lY2eksC4gRHTI5hnoCS8VjJ4x5eVfcO.jpg,Vector Italian Pizza Poster on a Black Chalkboard
chalkboard,black,7,chalkboard/black/cand_007.png,https://t1.ftcdn.net/jpg/00/55/82/54/400_F_55825483_LUMIjpXHZ18fuIFT33CTbVfAyGV8Bs3N.jpg,Chess board drawing on a black chalkboard
chalkboard,green,9,chalkboard/green/cand_009.png,https://t1.ftcdn.net/jpg/00/53/37/60/240_F_53376050_9Vg5PlZTFoiUSey07p7lfG1dQDJETzxT.jpg,Big Green Chalkboard Background
chalkboard,black,8,chalkboard/black/cand_008.png,http://rlv.zcache.co.uk/wedding_rsvp_postcard_black_chalkboard_charm_invitation-r13171622756742baa25d2222f9583942_imtq3_8byvr_324.jpg,Wedding RSVP Postcard Black Chalkboard Charm Personalized Announcement
chalkboard,green,10,chalkboard/green/cand_010.png,https://www.effectsofglutathione.com/wp-content/uploads/2020/04/menu-board-template-powerpoint-awesome-green-chalkboard-background-wooden-frame-graphicpanic-of-menu-board-template-powerpoint.jpg,Menu Board Template Powerpoint Awesome Green Chalkboard Background Wooden Frame – Graphicpanic
chalkboard,black,9,chalkboard/black/cand_009.png,https://images-na.ssl-images-amazon.com/images/I/41VVbnppXtL.jpg,Clever Creations Traditional Christmas Wooden Santa Claus Blackboard Nutcracker Red and White Outfit Deisgn with Chalk and Black Chalkboard | 15
chalkboard,black,10,chalkboard/black/cand_010.png,https://st3.depositphotos.com/thumbs/12985656/image/15793/157936860/api_thumb_450.jpg,electric bulb drawn on black chalkboard
